course_code_full,course_title,units,course_info,class_notes_ref,prereq_course,coreq_courses
ACCT 300A,Intermediate Accounting,4,,,ACCT 201 with a grade of “C” or better. Accounting and Pre-Accounting majors only. Exclude freshmen.,ACCT 202
AH 458,Art of Latin America: 1800-1940,3,,,,One of the following courses: AH 111A
ANTH 329,Cultural Diversity in California,3,,,GE Foundation requirement. Students must have scored 11 or higher on the GWAR Placement Examination or successfully completed the necessary portfolio course that is a prerequisite for a GWAR Writing Completion of 60 Units.,Completion of 60 Units.
ANTH 405,Principles of Archaeology,3,,,ANTH 140 or Consent of Instructor Completion of 60 Units.,Completion of 60 Units.
ARAB 101B,Elementary Arabic 2,4,,,ARAB 101A,ARAB 101A
ART 132,Foundation Color Theory,3,,,ART 130,ART 130
ART 318,Advanced Studio: Graphic Design - TYPE II: Intermediate,3,,,For Art Majors and Pre-Art majors: ART 130,"For Art Majors and Pre-Art Majors: ART 184; ART 132, ART 241, ART 270 or"
ART 321,Graphic Design I: Introduction to Graphic Design,3,,,For Art Majors and Pre-Art Majors: ART 130,"For Art Majors and Pre-Art majors: ART 184; and ART 132, or ART 241, or"
ART 340,Core Studio: Photography - Darkroom,3,,,ART 130,ART 181
ART 342A,Core Studio: Photography - Color,3,,,ART 340,ART 340
ART 371B,Core Studio: Illustration - 2,3,,,ART 371A,ART 223
ART 388,Core Studio: Painting - Color Theory,3,,,ART 130,ART 130
ART 390,Drawing: Figures in Context,3,,,ART 184 or consent of instructor,"ART 371A or ART 291, or consent of instructor"
ART 393,Core Studio: Animation - Design 1,3,,,ART 184 or consent of instructor,ART 291 or ART 371A or consent of instructor
ART 394,Professional Practices in Illustration/Animation,3,,,ART 391,ART 391
ART 402,Core Studio: Animation - Story Art,3,,,ART 391,ART 311 or consent of instructor
ART 417,Advanced Animation Practices,3,,,ART 494A,ART 494A
ART 418,Advanced Studio: Animation - Design 2,3,,,BFA Illustration/Animation/Pre-production major,ART 271
ART 491C,Photography - Senior Project,1,,,For students in the last semester of the BFA Option in Photography,ART 499C
ART 491E,Animation Senior Project,1,,,Senior Animation and Pre-Production Major,ART 494A or ART 499E
ART 491G,Drawing and Painting: Senior Project,1,,,ART 496A,ART 496B
ART 491Q,Illustration Senior Project,1,,,"Senior Illustration Major, to be taken in final semester",ART 471B
ART 492F,Concentrated Studies in Life Drawing,3,,,ART majors,ART 384
ART 492G,Concentrated Studies in Abstract Painting,3,,,ART majors,ART 387
ART 494A,Animation Senior Film I,3,,,ART 416,ART 418 or consent of instructor
ART 499C,Special Studies in Photography: Culminating,3,,,ART 499V,ART 491C
ASLD 211,Beginning Interpreting and Ethics 1,3,,,"ASLD 124, ASLD 201 or consent of instructor","ASLD 124, ASLD 201 or consent of instructor"
ASLD 212,Beginning Interpreting and Ethics 2,3,,,ASLD 124 or consent of instructor,LING 170/ANTH 170; ASLD 202 or consent of instructor
ASLD 311,Intermediate Interpreting and Ethics 1,4,,,ANTH 170,ASLD 305
ASLD 324,Critical Deaf and Disability Studies,3,,,,ASLD 201 or consent of instructor
ASLD 434,Practicum,3,,,admission to the BA Option in ASL-English interpreting; or consent of instructor,ASLD 412
ASLD 444,Exam Preparation,1,,,admission to the BA Option in ASL-English interpreting; or consent of instructor,ASLD 412
ASTR 100,Astronomy,3,,,,One course from General Education Subject Area 2 and ASTR 100L
ASTR 100L,Introductory Astronomy Laboratory,1,,,One course from Subject Area 2 of GE requirements; ASTR 100,One course from Subject Area 2 of GE requirements; ASTR 100
AT 500,Athletic Training Healthcare and Clinical Skills,2,,,Admission into the MSAT program,"AT 502, AT510, AT 520, AT 581, and KIN 696"
AT 502,Emergency Management in Athletic Training,1,,,Admission into the MSAT program,"AT 500, AT 510, AT 520, AT 581, and KIN 696"
AT 510,Athletic Training Clinical Evaluation I,3,,,Admission to the MSAT program,"AT 500, AT 502"
AT 520,Athletic Training Therapeutic Interventions I,3,,,Admission to the MSAT program,AT 510
AT 521,Athletic Training Therapeutic Interventions II,3,,,AT 520,AT 511
AT 581,Athletic Training Clinical Education I,2,,,Admission to the MSAT program,"AT 500, AT 502"
AT 591,Seminar in Athletic Training,1,,,AT 583,AT 584
AT 699A,Applied Research Project in Athletic Training I,2,,,"Advancement to candidacy, KIN 696",AT 504
ATEP 491,Seminar in Athletic Training,1,,,Consent of instructor and successful completion of ATEP 490C,ATEP 490D
BIOL 211,Introduction to Evolution and Diversity,5,,,CHEM 111A,CHEM 111A
BIOL 212,Introduction to Cell and Molecular Biology,4,,,BIOL 211,CHEM 111B
BIOL 342L,Laboratory in Human/Mammalian Physiology,1,,,BIOL 342,BIOL 342
BIOL 345L,Laboratory in Comparative Animal Physiology,1,,,BIOL 345,BIOL 345
BIOL 355L,Microbial Ecology Laboratory,2,,,BIOL 355,BIOL 355
BIOL 420,Fisheries Ecology and Conservation,3,,,BIOL 260,BIOL 419
BIOL 422,Elasmobranch Biology,3,,,BIOL 345,BIOL 419
BIOL 522,Elasmobranch Biology,3,,,BIOL 345,BIOL 419
BME 201,Programming for Biomedical Engineering,3,,,MATH 122,BME 100
BME 205,Fundamentals of Medical Electronics,2,,,,MATH 224
BME 320,Biomedical Data Acquisition and Analysis,3,,,"BIOL 207 or BIOL 342 or BIOL 345 with a grade of “C” or better, CHEM 111B",BME 304
CECS 100,Critical Thinking in the Digital Information Age,3,,,,ENGL 100B or GE English Composition (Area 1A)
CECS 174,Introduction to Programming and Problem Solving,3,,,,CECS 180 or MATH 122
CECS 180,Data Computing for Everyone,3,,,"Appropriate CSU Multiple Measures Placement, or concurrent enrollment in the support class of CECS 80","Appropriate CSU Multiple Measures Placement, or concurrent enrollment in the support class of CECS 80"
CECS 181,Introduction to Data Science,3,,,,CECS 174
CECS 201,Computer Logic Design I,3,,,"Computer Science and Computer Engineering majors, pre-majors, and minors only",MATH 122
CECS 225,Digital Logic and Assembly Programming,3,,,"Computer Science and Computer Engineering majors, pre-majors, and minors only","CECS 174 An introductory course in digital logic and assembly programming covering number representation, digital logic, Boolean algebra and logic gates, combinatorial building blocks, latches and flip-flops, arithmetic circuits, memory system organization, machine and assembly language programming, and MIPS architecture"
CECS 491A,Computer Science Senior Project I,3,,,"CECS 343 and ENGR 350 , all with a grade of “C” or better",CECS 328 First course in a two-course capstone design sequence that fulfills integrative learning
CEM 200,Concrete Construction,1,,,CEM 125 with a grade of “C” or better,CEM 200L
CEM 200L,Concrete Construction Laboratory,1,,,,CEM 200
CEM 324,"Commercial, Institutional and Industrial Construction Practices and Estimating",3,,,,"CEM 315 Fundamental of commercial construction, including building layout, shallow and deep foundations, introduction to formwork systems, high strength, heavy and light weigh concrete, framing, flooring, and roofing systems, construction and expansion joints, masonry, and steel construction"
CEM 335,Soil Mechanics Technology,2,,,"CEM 200, CEM 200L, and CEM 304 all with a grade of “C” or better",CEM 335L
CEM 335L,Soil Mechanics Technology Laboratory,1,,,"CEM 200, CEM 200L, and CEM 304 all with a grade of “C” or better",CEM 335
CEM 385,"Mechanical, Electrical, Plumbing Equipment for Buildings",3,,,CEM 324,CEM 324
CEM 476,Heavy Civil Construction Principles and Practices,3,,,,CEM 424 Comprehensive coverage of the construction principles and practices utilized in current heavy civil industry
CEM 481,Sustainability in the Built Environment,3,,,CEM 324 with a grade of “C” or better,CEM 429
CEM 482,Sustainability in Infrastructure Systems,3,,,,CEM 429
CEM 483,Virtual Design and Construction,3,,,CEM 206 with a grade of “C” or better,CEM 421 or CEM 429
CEM 486,Infrastructure Management,3,,,,CEM 424
CH E 210,Computer Methods in Chemical Engineering,3,,,,MATH 123 Beginning programming and techniques of numerical analysis applied to typical problems in chemical engineering
CH E 220,Chemical Engineering Thermodynamics I,3,,,CHEM 111B or CHEM 112B and CH E 200 Applications of the first and second laws of thermodynamics to chemical processes,CHEM 111B or CHEM 112B and CH E 200 Applications of the first and second laws of thermodynamics to chemical processes
CHEM 111A,General Chemistry,5,,,MATH 112B or higher (can be taken concurrently) and one of the following: CHEM 90 OR CHEM 102 OR CHEM 140 OR AP Chemistry with a score of 2 or 3 OR other department-approved measures for chemistry placement,MATH 112B or higher (can be taken concurrently) and one of the following: CHEM 90 OR CHEM 102 OR CHEM 140 OR AP Chemistry with a score of 2 or 3 OR other department-approved measures for chemistry placement
CHEM 111B,General Chemistry,5,,,Students in need of additional support will be required to enroll concurrently in CHEM 95B,Students in need of additional support will be required to enroll concurrently in CHEM 95B
CHEM 220A,Organic Chemistry I,3,,,CHEM 111B or CHEM 112B with a grade of “C” or better,CHEM 224A is required for students repeating course
CHEM 223A,Organic Chemistry Laboratory I,1,,,,"CHEM 220A , except for students who have previously earned a “C” or better in CHEM 220A"
CHEM 223B,Organic Chemistry Laboratory II,1,,,"CHEM 220A and CHEM 223A , both with a grade of “C” or better","CHEM 220B , except for students who have previously earned a “C” or better in CHEM 220B"
CHEM 224A,Organic Chemistry I Recitation,1,,,,CHEM 220A Problem solving session emphasizing principles learned in first semester organic chemistry
CHEM 224B,Organic Chemistry II Recitation,1,,,,CHEM 220B Problem solving session emphasizing principles learned in second semester organic chemistry
CHEM 241,Explorations in Biochemistry,1,,,"BIOL 212 with a grade of “C” or better Prerequisite/Corequisite: CHEM 220A An introduction to the core principles, key topics, and seminal discoveries in the field of biochemistry","CHEM 220A An introduction to the core principles, key topics, and seminal discoveries in the field of biochemistry"
CHEM 320L,Organic Chemistry Laboratory,2,,,CHEM 220A,"CHEM 220B , except for students who have previously earned a “C” or better in CHEM 220B"
CHEM 361,Chemical Communications,3,,,GE Foundation requirement,CHEM 220A
CHEM 371A,Physical Chemistry: Thermodynamics and Kinetics,3,,,"CHEM 111B or CHEM 112B , MATH 123 , PHYS 152 (all with a grade of “C” or better)",MATH 224
CHEM 371B,Physical Chemistry: Quantum Mechanics and Spectroscopy,3,,,"CHEM 111B or CHEM 112B , MATH 123 , PHYS 152 (all with a grade of “C” or better)",MATH 224
CHEM 381,Special Topics in Spectroscopy,1,,,"CHEM 371B or CHEM 377B or CHEM 379 Fundamentals, modern aspects, and applications of spectroscopic methods in chemical and biological systems","CHEM 371B or CHEM 377B or CHEM 379 Fundamentals, modern aspects, and applications of spectroscopic methods in chemical and biological systems"
CHEM 420,Advanced Organic Chemistry Laboratory,3,,,CHEM 220B and CHEM 320L,CHEM 361
CHEM 421,Physical Organic Chemistry,3,,,CHEM 220B with a grade of “C” or better,CHEM 371B or CHEM 377B
CHEM 431,Advanced Inorganic Chemistry,3,,,CHEM 371B,CHEM 371B
CHLS 412A,Centralizing Latinx Narratives: Seminar in Writing Self–Autoethnography,3,,,,Completion of at least 60 units or consent of instructor
CHLS 445,Latinas and Revolution,3,,,,ENGL 100B or GE English Composition 1A and upper-division standing
CINE 170,On-Set Safety and Best Practices,3,,,CINE 100; CINE Pre-Major only,CINE 100; CINE Pre-Major only
CINE 210,"Sight, Sound & Story",3,,,,CINE 170 or CINE 370 with a “C” or better and CINE 272 with a “C” or better; CINE Major or Pre-Major only; Sophomore standing
CINE 220,The Visual Story,3,,,CINE 210 or CINE 208 with a “C” or better; CINE Major or Pre-Major only,CINE 170 or CINE 370 with a “C” or better; Sophomore standing
CINE 272,Editing I Lab,1,,,,CINE 208 or CINE 210 with a “C” or better; CINE Major or Pre-Major only
CINE 309,Production I: Cinematography,3,,,,CINE 208
CINE 323,Cinematic Lighting,4,,,CINE 208 or CINE 210 or CINE 220 with a “C” or better; CINE Cinematography sub-plan or CINE General Studies sub-plan only,CINE 170 or CINE 370 with a “C” or better
CINE 327,Producing I,3,,,,CINE 305 or CINE 336 with a “C” or better; CINE Production Management sub-plan or CINE Producing sub-plan or CINE General Studies sub-plan; Junior or Senior standing
CINE 336,Production II: Film Production,3,,,,CINE 328 ; FEA Narrative Production option only; Junior or Senior standing
CINE 348,Acting for Filmmakers,3,,,CINE 202 and CINE 220 ; CINE Major only,CINE 305
CINE 355,Introduction to Documentary Filmmaking,4,,,CINE 380 and CINE 374 with “C” or better; CINE Documentary Filmmaking or CINE General Studies sub-plan,CINE 380 and CINE 374 with “C” or better; CINE Documentary Filmmaking or CINE General Studies sub-plan
CINE 381,Directing the Documentary,3,,,,CINE 380 and CINE 415 ; FEA Creative Nonfiction Production sub-plan; Junior or Senior standing
CINE 384,Film Festival Experience & Analysis,3,,,CINE Documentary Filmmaking sub-plan; and consent of instructor,CINE 381
CINE 425,Advanced Cinematography II,4,,,,CINE 422
CINE 465,Advanced Documentary Filmmaking,4,,,CINE 455 with ‘C’ or Better; CINE Documentary Filmmaking sub-plan,"CINE 307 , or CINE 323 , or CINE 416"
COMM 431,Mediation and Dispute Resolution,3,,,Upper-Division standing,"COMM 330 or COMM 430 , COMM 411 and COMM 421 , or consent of instructor"
COUN 515,Counseling Theories,3,,,,COUN 513
COUN 522,Counseling Methods and Techniques,3,,,,"COUN 513 , COUN 515"
COUN 606,School Counseling Curriculum and Instructional Design,3,,,COUN 506,COUN 643A or COUN 644A
COUN 607,School Counseling Practicum,3,,,"COUN 506 , COUN 513 , Certificate of Clearance",COUN 515 Candidates gain exposure to the climate and conditions within the K-12 school setting and the role of the school counselor
COUN 643A,Counseling Field Work (School Counseling),3,,,"COUN 607, COUN 638","COUN 606, EDP 596"
COUN 695C,Integrative Seminar in Professional School Counseling,3,,,"COUN 555 , EDP 596 , COUN 643A",COUN 644A
CRJU 301,Criminal Courts and Judicial Processes,3,,,A grade of “C” or better in CRJU 101,CRJU 110 or CRJU 300
CRJU 302,Policing,3,,,A grade of “C” or better in CRJU 101,CRJU 110 or CRJU 300
CRJU 303,"Corrections: Theory, Policy, and Practice",3,,,A grade of “C” or better in CRJU 101,CRJU 110 or CRJU 300
CRJU 426,Social Justice in Action,3,,,A grade of “C” or better in CRJU 101,CRJU 110 or CRJU 300
DANC 181,Dance Production Technical,1,,,Dance major or Pre-major; DANC 182,Dance major or Pre-major; DANC 182
DANC 261,Anatomy with Clay Laboratory,1,,,DANC 161 or consent of the instructor,DANC 260 or consent of the instructor
DANC 381,Dance Production Technical,1,,,,DANC 182 and Dance major or Dance Pre-major
DANC 481,Dance Production-Technical,1,,,,DANC 182 and Dance Major or Dance Pre-major
DESN 230,Visualization for Interior Architecture,3,,,DESN 142 Introduction to visual communication methods and techniques used by interior designers to develop and convey two-dimensional and three-dimensional ideas,DESN 142 Introduction to visual communication methods and techniques used by interior designers to develop and convey two-dimensional and three-dimensional ideas
DESN 244,Lighting Design for Interior Architecture,3,,,"DESN 120B and DESN 130 with a “C” or better, or consent of instructor",DESN 142 Exploration of fundamentals of natural and engineered light in architectural and interior space
DESN 280,Industrial Design Processes,3,,,,DESN 255 Introductory course in the design processes utilized by industrial designers for product development
DESN 341A,Interior Design,4,,,"DESN 230 , DESN 244 , DESN 245 , DESN 246 , DESN 312 , DESN 340, Junior standing in the Interior Design program, and department advisor consent",DESN 342 or consent of instructor
DESN 342,Interior/Architectural Presentations,3,,,"DESN 340 , Junior standing in the Interior Design program, and department advisor consent",DESN 341A or consent of instructor
DESN 440,Professional Practice for Interior Architecture,3,,,"Completion of GE Foundation requirements, completion of one or more Exploration courses, upper division status, and department advisor consent",DESN 441A or consent of instructor
DESN 585,Human Experience and Social Design Seminar,3,,,"DESN 555 or equivalent; DESN 570 ; DESN 581 Graduate seminar involving the social context and interdisciplinarity of user experience including topics such as research-based, design-thinking processes, boundaries of spaces, objects, and interfaces","DESN 555 or equivalent; DESN 570 ; DESN 581 Graduate seminar involving the social context and interdisciplinarity of user experience including topics such as research-based, design-thinking processes, boundaries of spaces, objects, and interfaces"
DPT 703,Neuroanatomy,3,,,Open to DPT graduate students only,DPT 701
DPT 741,Evaluation and Management of Individuals with Complex Neurologic Disorders,3,,,DPT 740,DPT 782
DPT 782,Neurological Integrated Clinical Experience I,1,,,DPT 740,DPT 741
E E 186,Introduction to Programming and Applications for Electrical Engineers,3,,,,ENGL 100B or equivalent
E E 210,Electro-Magnetic Foundations in Electrical Engineering,3,,,PHYS 151 all with a grade of “C” or better,"MATH 123 , E E 210L"
E T 250,Circuit Analysis I,2,,,PHYS 100B with a grade of “C” or better,ET 250L
E T 341L,Solid State Electronics II Laboratory,1,,,"ENGR 203, ENGR 203L, ET 260, ET 260L all with a grade of “C” or better",ET 341
E T 491L,Embedded Processors and Systems Laboratory,1,,,"ET 488, ET 488L all with a grade of “C” or better",ET 491
ECON 690,Seminar in Economics,3,,,"ECON 510 , ECON 511 , ECON 585 , ECON 586 , and ECON 587",ECON 691 Seminar on topics of current interest in economics
ECON 691,Economics Research Lab,1,,,,"ECON 690 Practical applications, empirical exercises, and research methods in economics"
EDEL 380,Teaching and Learning in a Democratic Society,3,,,Students must have a valid Certificate of Clearance and proof of a negative TB test to begin fieldwork hours in this course,EDSP 303
EDP 524A,Psychoeducational Assessment of Diverse Student Populations,3,,,,"EDP 528 , EDP 524B"
EDP 524B,Psychoeducational Assessment: Clinical Applications,2,,,,"EDP 528 , EDP 524A"
EDP 536,Collaborative Consultation in the Schools,3,,,,EDP 528 or COUN 506
EDP 579A,Academic Assessment and Intervention,3,,,Open to admitted School Psychology students only,EDP 579B
EDP 579B,Academic Assessment and Intervention: Clinical Applications,2,,,Open to admitted School Psychology students only,EDP 579A
EDSP 518,Integrated Math Instruction Across Content Areas,3,,,UDCP 400,UDCP 400
EDSS 472A,Student Teaching,7,,,"EDSS 450A , EDSS 450B , EDSS 450C , EDSS 450D , EDSS 450F , EDSS 450G , EDSS 450M , EDSS 450N , EDSS 450P , EDSS 450S , or EDSS 450T",EDSS 473A-Z
EDSS 472B,Student Teaching,8,,,"EDSS 450A , EDSS 450B , EDSS 450C , EDSS 450D , EDSS 450F , EDSS 450G , EDSS 450M , EDSS 450N , EDSS 450P , EDSS 450S , or EDSS 450T",EDSS 473A-Z
EDSS 472C,Student Teaching,5,,,"EDSS 450A , EDSS 450B , EDSS 450C , EDSS 450D , EDSS 450F , EDSS 450G , EDSS 450M , EDSS 450N , EDSS 450P , EDSS 450S , or EDSS 450T",EDSS 473A-Z Student teaching in the candidate’s subject for a minimum of five periods daily for the length of the placement school’s semester (approximately 20 weeks)
EDSS 490,Selected Topics - Academic Subjects,,,,Department Consent Required,EDSS 472A
EDSS 572A,Intern Student Teaching,7,,,Admission to the Single Subject Intern Program; offer of intern teaching position from a cooperating school district; submission of application to student teach by the deadline and approval for advancement to intern student teaching by the Credential Advisor and Director of the Single Subject Credential Program,EDSS 473A-Z
EDSS 572B,Intern Student Teaching,8,,,Admission to the Single Subject Intern Program; offer of intern teaching position from a cooperating school district; submission of application to student teach by the deadline and approval for advancement to intern student teaching by the Credential Advisor and Director of the Single Subject Credential Program,EDSS 473A-Z
EDSS 572C,Intern Student Teaching,5,,,Admission to the Single Subject Intern Program; offer of intern teaching position from a cooperating school district; submission of application to student teach by the deadline and approval for advancement to intern student teaching by the Credential Advisor and Director of the Single Subject Credential Program,EDSS 473A-Z
ENGL 366,Queer Literature and Queer Reading,3,,,GE foundations and completion of at least 60 units,GE foundations and completion of at least 60 units
ENGL 652,Seminar in the English Renaissance,4,,,,ENGL 696
ENGL 653,Seminar in the Age of Milton,4,,,,ENGL 696
ENGL 655,Seminar in Restoration and Eighteenth-Century Literature,4,,,,ENGL 696
ENGL 656,Seminar in Romantic Literature,4,,,,ENGL 696
ENGL 657,Seminar in Victorian Literature,4,,,,ENGL 696
ENGL 659,Seminar in Twentieth-Century English Literature,4,,,,ENGL 696
ENGL 671,Digital Rhetoric,4,,,,ENGL 696
ENGL 672,Seminar in the Nineteenth-Century American Renaissance,4,,,,ENGL 696
ENGL 673,Seminar in American Realism,4,,,,ENGL 696
ENGL 674,Seminar in Twentieth-Century American Literature,4,,,,ENGL 696
ENGL 681,Selected Topics - Seminar in Major Authors,4,,,,ENGL 696
ENGL 683,Selected Topics - Seminar in English Studies,4,,,,ENGL 696
ENGL 685,Seminar in Rhetorical History and Theory,4,,,,ENGL 696
ENGR 101,Introduction to the Engineering Profession,1,,,Freshman standing or consent of instructor,MATH 111 or MATH 113 or MATH 122 Freshman orientation seminar on careers in engineering
ENGR 101H,Introduction to the Engineering Profession,1,,,,MATH 111 or MATH 113 or MATH 122 or MATH 123 or MATH 224
ENGR 203,Engineering Problems and Analysis,3,,,MATH 122 with a grade of “C” or better; Corequisite: ENGR 203L,ENGR 203L
ENGR 203L,Engineering Problems and Analysis Laboratory,1,,,MATH 122 with a grade of “C” or better; Corequisite: ENGR 203,ENGR 203
ENGR 390,Information and Communication Technology for Sustainability,3,,,Completion of GE Foundation requirements and upper-division standing,"ENGR 350 or other ethics course, or consent of instructor Information and communication technology and Sustainability"
ERTH 160,Introduction to Oceanography,3,,,,"ERTH 160L Origin and extent of oceans, nature of ocean floor, and cause and effect of currents, tides, and waves; and life in the ocean"
ERTH 160L,Introduction to Oceanography Laboratory,1,,,,Previous credit or concurrent registration in ERTH 160
ERTH 350,Spring Field Geology,2,,,ERTH 250 and ERTH 443 with grades of “C” or better,ERTH 433
ERTH 426,Igneous Metamorphic Petrography Laboratory,1,,,"ERTH 322 and ERTH 326 ; Prerequisite/Corequisite: ERTH 428 Laboratory microscopic analysis of igneous and metamorphic rocks, including fabric and mineral content","ERTH 428 Laboratory microscopic analysis of igneous and metamorphic rocks, including fabric and mineral content"
ERTH 466,Oceanography Laboratory and Ocean Studies,1,,,,ERTH 465
ES P 200,California Environmental Issues,3,,,,"( ERTH 102 , ERTH 104 OR GEOG 140 or GEOG 130 OR ES P/GEOG 101 ) and ( BIOL 200 or BIOL 211 or ECON 101 ); or instructor consent"
FMD 354,Apparel Tailoring,3,,,"A grade of “C” or better in FMD 257; Fashion Design majors and minors only; Excludes first-time, first-year students",A grade of “C” or better in FMD 256
FMD 357,Advanced Apparel Flat Pattern,3,,,"A grade of “C” or better in FMD 257; Fashion Design majors and minors only; Excludes first-time, first-year students",A grade of “C” or better in FMD 256
FREN 314,Advanced Conversation,3,,,,FREN 312 or FREN 312A and FREN 312B or equivalent
FREN 315,Introduction to Direct Translation French-English,3,,,,FREN 312 or instructor approval
FREN 320,French for the Professions,3,,,,FREN 312 or FREN 312A and FREN 312B or equivalent
FSCI 469,Food Product Development,3,,,"Grade of “C” or better in FSCI 232 , and in FSCI 435",FSCI 432 Industrial concepts and technology as they apply to food product development and formulation
GEOG 141,Physical Geography Laboratory,1,,,Concurrent or prior enrollment in GEOG 140 or GEOG 135 and a course fulfilling the 1C GE requirement,Concurrent or prior enrollment in GEOG 140 or GEOG 135 and a course fulfilling the 1C GE requirement
GEOG 340,Environmental Geography,3,,,,GEOG/ES P 101 or GEOG 130 or GEOG 135 or GEOG 140 or ES P 200 or consent of instructor Examines interrelationships between society and land and water environments
GEOG 441,The Geography of Mars,3,,,,GEOG 130 or GEOG 140 or ERTH 102 or consent of instructor
GEOG 442,Biogeography,3,,,,GEOG 330 / ES P 330
GEOG 447,Landscape Restoration,3,,,GEOG 330 / ES P 330,GEOG 330 / ES P 330
GEOG 464,Urban Geography: Sustainable Cities,3,,,,GEOG 360 or GEOG 301 or ES P 200 or GEOG 467 recommended
GEOG 467,Urban Geography: Metropolitan Problems and Solutions,3,,,,GEOG 360 or GEOG 301 recommended
GEOG 487B,Urban GIS,4,,,,GEOG 485 or GEOG 585 or consent of instructor
GEOG 488,Geographic Information Science (GIS) Programming,4,,,GEOG 485 or GEOG 585 or consent of instructor Corequisite: GEOG 485 or GEOG 585 or consent of instructor Introduction to programming techniques for Geographic Information Sciences and applications for geography and related disciplines,GEOG 485 or GEOG 585 or consent of instructor Introduction to programming techniques for Geographic Information Sciences and applications for geography and related disciplines
GERN 500,Introduction to the Professional Practice of Gerontology,3,,,,GERN 400 or equivalent; graduate standing or consent of instructor
GISC 602,Applied GIS,,,,"GISC 601 - Special Topics in GIS Professionalism Explores geographic information systems for spatial query, analysis, and modeling in natural and human environments","GISC 601 - Special Topics in GIS Professionalism Explores geographic information systems for spatial query, analysis, and modeling in natural and human environments"
GISC 604,Enterprise GIS Development,,,,GISC 601 - Special Topics in GIS Professionalism Provides a comprehensive overview of the enterprise geographic information system development process,GISC 601 - Special Topics in GIS Professionalism Provides a comprehensive overview of the enterprise geographic information system development process
GISC 605,Programming for Geospatial Professionals,,,,GISC 601 - Special Topics in GIS Professionalism Provides training in the use of GIS-relevant programming languages,GISC 601 - Special Topics in GIS Professionalism Provides training in the use of GIS-relevant programming languages
GISC 606,Applied Remote Sensing,,,,GISC 601 - Special Topics in GIS Professionalism Principles and concepts of remote sensing and digital image processing are presented and applied,GISC 601 - Special Topics in GIS Professionalism Principles and concepts of remote sensing and digital image processing are presented and applied
GISC 607,Project Orientation and Support,,,,,"GISC 601 , GISC 602 , GISC 603 , GISC 604 , GISC 605 , GISC 606 ; or advisor consent"
GISC 608,Applied Project,,,,"GISC 601 , GISC 602 , GISC 603 , GISC 604 , GISC 605 , GISC 606 , and a letter grade or “RP” in GISC 607 ; or advisor consent","GISC 601 , GISC 602 , GISC 603 , GISC 604 , GISC 605 , GISC 606 , and a letter grade or “RP” in GISC 607 ; or advisor consent"
GLST 400,Global Competencies Abroad,3,,,,INTL 200 or INTL 400 or consent of department
H SC 775,Professional Development,1,,,Admission to the DrPH Program; Completion of the DrPH core courses; Consent of the instructor,Must be taken concurrently with H SC 750
HCA 312,Health Personnel Management,3,,,HCA 300,HCA 300
HCA 320,Operations Management in Health Administration,3,,,,HCA 300
HCA 340,Legal Aspects of Health Administration,3,,,,HCA 300
HCA 341,Financial Management of Health Care Institutions,3,,,Completion of entire foundation courses,HCA 300
HCA 353,Marketing for Health Services Organizations,3,,,“C” or better in ECON 101 or ECON 300,HCA 300
HCA 410,Health Management and Organization,3,,,,HCA 300
HCA 428,Population Health Management for Health Care Administrators,3,,,,"HCA 300 , HCA majors and ABS in BS in Applied Data Science majors only"
HCA 505,Organization and Systems of Health Care,3,,,,HCA 502 and HCA majors only
HCA 510,Human Resources Management in Health Care,3,,,,"HCA 502 Management of human resources in the health care system including human resource planning and staffing, training and development, performance appraisal, job design and analysis, and compensation"
HCA 530,Strategic Planning and Marketing in Health Care,3,,,,HCA graduate students only and HCA 502 with a grade of “C” or better
HDEV 218,"Environmental Justice, Health, and Human Development",3,,,ENGL 100B or AFRS 100B or AIS 100B or ASAM 100B or CHLS 104B,ENGL 100B or AFRS 100B or AIS 100B or ASAM 100B or CHLS 104B
HDEV 335,Community STEPs: HDEV training and experience,1,,,"HDEV 307 or HDEV 327 or HDEV 357 Gain skills, training, and experience and purpose through human development-related community engagement","HDEV 307 or HDEV 327 or HDEV 357 Gain skills, training, and experience and purpose through human development-related community engagement"
HDEV 337,STEPs to Graduate Study: Preparation for HDEV graduate study,1,,,"HDEV 307 or HDEV 327 or HDEV 357 with a “C” or better This course explores skills, training, and experience needed for graduate study in human development and related fields","HDEV 307 or HDEV 327 or HDEV 357 with a “C” or better This course explores skills, training, and experience needed for graduate study in human development and related fields"
HIST 502,Historical Research and Writing,3,,,Graduate standing in History or M,HIST 501
I S 340,Business Application Programming,3,,,,"I S 300 as a corequisite for IS majors, Pre-IS majors, Computer Science Applications minors; or I S 300 or HCA 416 as a corequisite for MIS or ENTR minors"
ITAL 101B,Elementary Italian 2,4,,,,ITAL 101A or two years of high school Italian or equivalent
JOUR 240,Multimedia Storytelling,3,,,,JOUR 120 This course is designed to develop basic skills in multimedia storytelling
KIN 300,Biomechanics of Human Movement,3,,,BIOL 208 or equivalent 4-unit Human Anatomy course with 3-hour lecture and 3-hour laboratory with a grade of “C” or better or consent of instructor,KIN 201 applies to Kinesiology majors
KIN 301,Exercise Physiology,3,,,BIOL 207 with a “C” or better,KIN 201 applies to Kinesiology majors only
KIN 312,Motor Control and Learning,3,,,BIOL 207 & BIOL 208 with a grade of “C” or better and Dance Science and Kinesiology majors,KIN 201 applies to Kinesiology majors only
